station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
STATIC0192,2024-01-02 17:40:00,5.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.367184,"lon":5.811522},liveobjects
STATIC0192,2024-01-02 18:00:00,5.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.367123,"lon":5.81164},liveobjects
STATIC0192,2024-01-02 19:10:00,5.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-02 21:10:00,5.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.367058,"lon":5.811756},liveobjects
STATIC0192,2024-01-02 21:40:00,5.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.367184,"lon":5.811524},liveobjects
STATIC0192,2024-01-02 21:50:00,5.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-02 22:00:00,6.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36731,"lon":5.811294},liveobjects
STATIC0192,2024-01-02 22:10:00,6.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.36743,"lon":5.811068},liveobjects
STATIC0192,2024-01-02 22:20:00,6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.3675,"lon":5.810943},liveobjects
STATIC0192,2024-01-02 23:30:00,5.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.367542,"lon":5.810866},liveobjects
STATIC0192,2024-01-02 23:50:00,6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.36748,"lon":5.810981},liveobjects
STATIC0192,2024-01-03 00:20:00,6.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.36742,"lon":5.811093},liveobjects
STATIC0192,2024-01-03 00:40:00,6.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36732,"lon":5.81128},liveobjects
STATIC0192,2024-01-03 01:30:00,6.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 02:30:00,6.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.367226,"lon":5.811459},liveobjects
STATIC0192,2024-01-03 03:20:00,6.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.367207,"lon":5.811495},liveobjects
STATIC0192,2024-01-03 03:40:00,6.5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36719,"lon":5.811529},liveobjects
STATIC0192,2024-01-03 04:40:00,6.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 05:50:00,5.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 06:30:00,5.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 07:10:00,5.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.367134,"lon":5.811633},liveobjects
STATIC0192,2024-01-03 07:20:00,5.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.367245,"lon":5.811427},liveobjects
STATIC0192,2024-01-03 08:40:00,4.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36719,"lon":5.81153},liveobjects
STATIC0192,2024-01-03 09:00:00,5.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 10:00:00,7.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 10:30:00,7.4,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.367134,"lon":5.811633},liveobjects
STATIC0192,2024-01-03 12:50:00,8.9,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":46.36708,"lon":5.811733},liveobjects
STATIC0192,2024-01-03 14:10:00,9.1,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.367027,"lon":5.811833},liveobjects
STATIC0192,2024-01-03 14:30:00,9.1,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.366974,"lon":5.811932},liveobjects
STATIC0192,2024-01-03 15:40:00,9,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":46.366924,"lon":5.81203},liveobjects
STATIC0192,2024-01-03 17:10:00,8.5,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 18:00:00,5.5,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36687,"lon":5.812127},liveobjects
STATIC0192,2024-01-03 18:10:00,5.4,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 18:20:00,5.5,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 18:40:00,5.6,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 19:20:00,5.5,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.36682,"lon":5.812223},liveobjects
STATIC0192,2024-01-03 20:00:00,4.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":46.36693,"lon":5.812023},liveobjects
STATIC0192,2024-01-03 20:10:00,4.9,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 20:30:00,4.9,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.36688,"lon":5.812118},liveobjects
STATIC0192,2024-01-03 20:40:00,4.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.366825,"lon":5.812213},liveobjects
STATIC0192,2024-01-03 20:50:00,4.6,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 21:30:00,4.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 22:10:00,4.5,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.366776,"lon":5.812306},liveobjects
STATIC0192,2024-01-03 22:40:00,4.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-03 23:00:00,4.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":46.366726,"lon":5.812398},liveobjects
STATIC0192,2024-01-03 23:20:00,4.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.366676,"lon":5.812489},liveobjects
STATIC0192,2024-01-03 23:30:00,4.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36663,"lon":5.81258},liveobjects
STATIC0192,2024-01-03 23:40:00,4.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.36658,"lon":5.812669},liveobjects
STATIC0192,2024-01-03 23:50:00,4.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.366535,"lon":5.812757},liveobjects
STATIC0192,2024-01-04 00:20:00,4.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 01:10:00,4.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36649,"lon":5.812845},liveobjects
STATIC0192,2024-01-04 01:20:00,4.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36644,"lon":5.812931},liveobjects
STATIC0192,2024-01-04 01:30:00,4.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.366394,"lon":5.813017},liveobjects
STATIC0192,2024-01-04 01:50:00,4.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.36635,"lon":5.813102},liveobjects
STATIC0192,2024-01-04 02:00:00,4.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.366306,"lon":5.813185},liveobjects
STATIC0192,2024-01-04 02:10:00,4.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 02:20:00,4.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.36626,"lon":5.813269},liveobjects
STATIC0192,2024-01-04 02:40:00,4.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 03:00:00,4.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.36622,"lon":5.813351},liveobjects
STATIC0192,2024-01-04 03:40:00,4.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.366173,"lon":5.813432},liveobjects
STATIC0192,2024-01-04 03:50:00,4.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.36613,"lon":5.813512},liveobjects
STATIC0192,2024-01-04 04:20:00,4.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36609,"lon":5.813592},liveobjects
STATIC0192,2024-01-04 04:40:00,4.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.366047,"lon":5.813671},liveobjects
STATIC0192,2024-01-04 04:50:00,4.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 05:00:00,4.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.366,"lon":5.813749},liveobjects
STATIC0192,2024-01-04 05:30:00,4.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.365944,"lon":5.813861},liveobjects
STATIC0192,2024-01-04 05:40:00,4.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.365887,"lon":5.81397},liveobjects
STATIC0192,2024-01-04 05:50:00,4.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 06:20:00,4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 06:30:00,3.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.36583,"lon":5.814076},liveobjects
STATIC0192,2024-01-04 07:00:00,3.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":46.365757,"lon":5.814213},liveobjects
STATIC0192,2024-01-04 07:10:00,3.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.365643,"lon":5.814424},liveobjects
STATIC0192,2024-01-04 07:40:00,3.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36561,"lon":5.814493},liveobjects
STATIC0192,2024-01-04 08:10:00,3.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.36557,"lon":5.814561},liveobjects
STATIC0192,2024-01-04 08:30:00,3.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 09:10:00,4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":46.365536,"lon":5.814629},liveobjects
STATIC0192,2024-01-04 09:30:00,4.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.365498,"lon":5.814696},liveobjects
STATIC0192,2024-01-04 09:40:00,4.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36544,"lon":5.814802},liveobjects
STATIC0192,2024-01-04 09:50:00,4.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36535,"lon":5.814978},liveobjects
STATIC0192,2024-01-04 10:00:00,4.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36536,"lon":5.814958},liveobjects
STATIC0192,2024-01-04 10:10:00,4.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.365353,"lon":5.814971},liveobjects
STATIC0192,2024-01-04 10:20:00,4.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":46.36535,"lon":5.814984},liveobjects
STATIC0192,2024-01-04 10:40:00,5.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":46.36534,"lon":5.814996},liveobjects
STATIC0192,2024-01-04 11:10:00,5.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36531,"lon":5.815055},liveobjects
STATIC0192,2024-01-04 11:30:00,5.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.36525,"lon":5.815169},liveobjects
STATIC0192,2024-01-04 11:40:00,5.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 12:00:00,5.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 12:50:00,5.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.365204,"lon":5.815261},liveobjects
STATIC0192,2024-01-04 13:00:00,5.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.365154,"lon":5.81535},liveobjects
STATIC0192,2024-01-04 13:10:00,5.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.365063,"lon":5.815523},liveobjects
STATIC0192,2024-01-04 13:30:00,5.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.365005,"lon":5.815629},liveobjects
STATIC0192,2024-01-04 13:40:00,5.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36498,"lon":5.815681},liveobjects
STATIC0192,2024-01-04 14:10:00,5.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.36495,"lon":5.815733},liveobjects
STATIC0192,2024-01-04 14:20:00,5.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 14:30:00,5.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 14:40:00,5.4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.38587,"lon":5.776793},liveobjects
STATIC0192,2024-01-04 14:50:00,5.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.38587,"lon":5.776793},liveobjects
STATIC0192,2024-01-04 15:00:00,4.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.37006,"lon":5.806298},liveobjects
STATIC0192,2024-01-04 15:20:00,4.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.36272,"lon":5.819987},liveobjects
STATIC0192,2024-01-04 15:40:00,3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36272,"lon":5.819987},liveobjects
STATIC0192,2024-01-04 15:50:00,2.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 16:00:00,1.6,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 16:10:00,0.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.38587,"lon":5.776793},liveobjects
STATIC0192,2024-01-04 16:20:00,0.5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 16:30:00,0.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.357872,"lon":5.829023},liveobjects
STATIC0192,2024-01-04 16:40:00,-0.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.38587,"lon":5.776793},liveobjects
STATIC0192,2024-01-04 17:00:00,-0.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 17:20:00,-0.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 17:30:00,-0.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.36753,"lon":5.811021},liveobjects
STATIC0192,2024-01-04 17:40:00,-0.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 17:50:00,-0.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.363155,"lon":5.819172},liveobjects
STATIC0192,2024-01-04 18:10:00,-0.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.36866,"lon":5.808912},liveobjects
STATIC0192,2024-01-04 18:20:00,-0.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.36866,"lon":5.808912},liveobjects
STATIC0192,2024-01-04 19:00:00,-1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36866,"lon":5.808912},liveobjects
STATIC0192,2024-01-04 19:10:00,-1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.36866,"lon":5.808912},liveobjects
STATIC0192,2024-01-04 19:20:00,-1.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.36866,"lon":5.808912},liveobjects
STATIC0192,2024-01-04 19:30:00,-1.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.368565,"lon":5.809059},liveobjects
STATIC0192,2024-01-04 19:40:00,-1.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 19:50:00,-1.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":46.36787,"lon":5.810158},liveobjects
STATIC0192,2024-01-04 20:00:00,-1.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-118,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 20:10:00,-1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.36822,"lon":5.809632},liveobjects
STATIC0192,2024-01-04 20:30:00,-0.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.367775,"lon":5.81037},liveobjects
STATIC0192,2024-01-04 20:40:00,-0.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.367367,"lon":5.811055},liveobjects
STATIC0192,2024-01-04 20:50:00,-0.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 21:10:00,-0.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.36699,"lon":5.811691},liveobjects
STATIC0192,2024-01-04 21:40:00,-0.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.366974,"lon":5.811749},liveobjects
STATIC0192,2024-01-04 21:50:00,0.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":46.36654,"lon":5.812513},liveobjects
STATIC0192,2024-01-04 22:10:00,2.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 22:20:00,2.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.365868,"lon":5.813716},liveobjects
STATIC0192,2024-01-04 22:30:00,3.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.365604,"lon":5.814199},liveobjects
STATIC0192,2024-01-04 22:40:00,4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.365376,"lon":5.814622},liveobjects
STATIC0192,2024-01-04 22:50:00,4.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-04 23:00:00,4.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.365177,"lon":5.814996},liveobjects
STATIC0192,2024-01-04 23:20:00,4.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.364998,"lon":5.815328},liveobjects
STATIC0192,2024-01-04 23:40:00,4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.364853,"lon":5.815594},liveobjects
STATIC0192,2024-01-04 23:50:00,4,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.364574,"lon":5.816097},liveobjects
STATIC0192,2024-01-05 00:30:00,3.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.364475,"lon":5.816292},liveobjects
STATIC0192,2024-01-05 01:20:00,4.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 02:00:00,3.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 02:20:00,3.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-120,"lat":46.364353,"lon":5.816515},liveobjects
STATIC0192,2024-01-05 02:30:00,3.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36424,"lon":5.81673},liveobjects
STATIC0192,2024-01-05 02:50:00,3.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.364124,"lon":5.816937},liveobjects
STATIC0192,2024-01-05 03:00:00,2.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 03:10:00,2.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 03:20:00,2.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.364014,"lon":5.817138},liveobjects
STATIC0192,2024-01-05 03:40:00,2.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.363857,"lon":5.817434},liveobjects
STATIC0192,2024-01-05 04:00:00,2.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":46.363895,"lon":5.81739},liveobjects
STATIC0192,2024-01-05 04:10:00,2.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.3638,"lon":5.817564},liveobjects
STATIC0192,2024-01-05 04:50:00,2.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.36371,"lon":5.817733},liveobjects
STATIC0192,2024-01-05 05:00:00,2.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 05:10:00,2.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 05:50:00,1.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.364044,"lon":5.817137},liveobjects
STATIC0192,2024-01-05 06:00:00,1.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 06:40:00,0.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 07:00:00,0.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 07:20:00,1.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.364372,"lon":5.816559},liveobjects
STATIC0192,2024-01-05 07:30:00,1.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.364277,"lon":5.816735},liveobjects
STATIC0192,2024-01-05 07:50:00,1.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 08:10:00,1.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 08:30:00,1.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36418,"lon":5.816906},liveobjects
STATIC0192,2024-01-05 08:40:00,2.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36409,"lon":5.817087},liveobjects
STATIC0192,2024-01-05 08:50:00,2.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.36409,"lon":5.817098},liveobjects
STATIC0192,2024-01-05 09:00:00,2.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.36433,"lon":5.816676},liveobjects
STATIC0192,2024-01-05 09:10:00,2.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.36425,"lon":5.816829},liveobjects
STATIC0192,2024-01-05 09:20:00,2.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 09:30:00,2.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 09:50:00,3.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":46.364166,"lon":5.816977},liveobjects
STATIC0192,2024-01-05 10:00:00,3.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":46.364437,"lon":5.816493},liveobjects
STATIC0192,2024-01-05 10:10:00,3.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null},liveobjects
STATIC0192,2024-01-05 10:20:00,3.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.36428,"lon":5.816788},liveobjects
STATIC0192,2024-01-05 10:30:00,3.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":46.3642,"lon":5.81693},liveobjects
STATIC0192,2024-01-05 10:40:00,3.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null},liveobjects
