station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
000VQ,2023-05-02 22:00:00,12.1,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-02 22:10:00,12,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-02 22:20:00,12,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-02 22:30:00,11.8,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-02 22:40:00,11.6,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-02 22:50:00,11.6,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-02 23:00:00,11.5,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-02 23:10:00,11.6,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-02 23:20:00,11.5,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-02 23:30:00,11.5,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-02 23:40:00,11.6,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-02 23:50:00,11.4,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 00:00:00,11.5,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 00:10:00,11.4,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 00:20:00,11.3,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 00:30:00,11.1,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 00:40:00,11.2,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 00:50:00,11,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 01:00:00,11,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 01:10:00,10.9,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 01:20:00,10.9,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 01:30:00,10.7,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 01:40:00,10.5,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 01:50:00,10.4,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 02:00:00,10.4,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 02:10:00,10.3,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 02:20:00,10.1,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 02:30:00,10.1,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 02:40:00,9.9,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 02:50:00,9.9,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 03:00:00,9.8,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 03:10:00,9.7,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 03:20:00,9.6,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 03:30:00,9.7,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 03:40:00,9.7,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 03:50:00,9.6,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 04:00:00,9.6,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 04:10:00,9.6,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 04:20:00,9.4,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 04:30:00,9.2,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 04:40:00,9.2,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 04:50:00,9.4,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 05:00:00,9.6,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 05:10:00,9.8,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 05:20:00,9.9,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 05:30:00,10,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 05:40:00,10.1,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 05:50:00,10.3,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 06:00:00,10.4,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 06:10:00,10.6,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 06:20:00,10.9,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 06:30:00,11,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 06:40:00,11.3,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 06:50:00,11.6,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 07:00:00,11.9,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 07:10:00,12.1,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 07:20:00,12.3,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 07:30:00,12.5,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 07:40:00,12.7,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 07:50:00,13,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 08:00:00,13.2,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 08:10:00,13.8,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 08:20:00,14.1,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 08:30:00,14.1,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 08:40:00,14.5,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 08:50:00,15,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 09:00:00,15.1,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 09:10:00,15.4,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 09:20:00,15.4,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 09:30:00,16,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 09:40:00,16.4,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 09:50:00,16.7,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 10:00:00,16.8,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 10:10:00,17.2,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 10:20:00,17.4,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 10:30:00,17.4,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 10:40:00,17.9,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 10:50:00,18.3,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 11:00:00,18.3,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 11:10:00,18.5,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 11:20:00,18.8,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 11:30:00,18.8,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 11:40:00,19.6,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 11:50:00,19.7,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 12:00:00,19.8,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 12:10:00,19.8,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 12:20:00,20.1,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 12:30:00,20.2,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 12:40:00,20.2,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 12:50:00,20.6,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 13:00:00,20.5,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 13:10:00,21.1,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 13:20:00,21.3,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 13:30:00,21.5,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 13:40:00,21.9,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 13:50:00,22.1,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 14:00:00,22.7,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 14:10:00,22.3,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 14:20:00,22.5,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 14:30:00,22.5,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 14:40:00,22.6,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 14:50:00,22.1,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 15:00:00,22.2,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 15:10:00,22.4,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 15:20:00,22.2,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 15:30:00,21.6,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 15:40:00,21.6,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 15:50:00,21,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 16:00:00,20.6,,,46,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 16:10:00,20.1,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 16:20:00,19.8,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 16:30:00,19.5,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 16:40:00,19.1,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 16:50:00,18.8,,,47,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 17:00:00,18.3,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 17:10:00,18.1,,,48,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 17:20:00,17.7,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 17:30:00,17.3,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 17:40:00,16.9,,,49,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 17:50:00,16.7,,,50,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 18:00:00,16.3,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 18:10:00,15.8,,,51,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 18:20:00,15.4,,,52,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 18:30:00,15,,,53,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 18:40:00,14.6,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 18:50:00,14.2,,,54,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 19:00:00,13.9,,,55,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 19:10:00,13.6,,,56,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 19:20:00,13.4,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 19:30:00,13.2,,,57,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 19:40:00,12.9,,,58,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 19:50:00,12.9,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 20:00:00,12.8,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 20:10:00,12.8,,,59,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 20:20:00,12.6,,,60,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 20:30:00,12.4,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 20:40:00,12.3,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 20:50:00,12.3,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 21:00:00,12.2,,,61,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 21:10:00,12.2,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 21:20:00,12.3,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 21:30:00,12.3,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 21:40:00,12.3,,,62,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 21:50:00,12.3,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 22:00:00,12.2,,,63,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 22:10:00,12.1,,,64,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 22:20:00,12,,,65,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 22:30:00,11.8,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 22:40:00,11.8,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 22:50:00,11.8,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 23:00:00,11.8,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 23:10:00,11.7,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 23:20:00,11.7,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 23:30:00,11.7,,,66,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 23:40:00,11.7,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-03 23:50:00,11.5,,,67,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 00:00:00,11.4,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 00:10:00,11.5,,,68,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 00:20:00,11.5,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 00:30:00,11.4,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 00:40:00,11.4,,,69,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 00:50:00,11.2,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 01:00:00,11.2,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 01:10:00,11.2,,,70,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 01:20:00,11,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 01:30:00,11,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 01:40:00,10.9,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 01:50:00,11.1,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 02:00:00,11,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 02:10:00,10.9,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 02:20:00,10.8,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 02:30:00,10.9,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 02:40:00,10.8,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 02:50:00,10.7,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 03:00:00,10.7,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 03:10:00,10.8,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":44.43,"lon":4.5},liveobjects
000VQ,2023-05-04 03:20:00,10.9,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":44.43,"lon":4.5},liveobjects
