station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
000UO,2024-11-21 18:40:00,-0.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 18:50:00,-0.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 19:00:00,-0.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 19:10:00,-0.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 19:40:00,-0.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 19:50:00,-0.5,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-101,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 20:00:00,-0.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 20:10:00,-0.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 20:20:00,-0.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 20:30:00,-0.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 20:40:00,-0.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 21:00:00,-0.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 21:10:00,-0.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 21:20:00,-0.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 21:30:00,-0.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-21 21:40:00,-0.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 21:50:00,-0.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 22:00:00,-0.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 22:20:00,-0.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 22:30:00,-0.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 22:40:00,-0.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 22:50:00,-0.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 23:00:00,-0.8,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 23:10:00,-0.8,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 23:20:00,-0.7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-21 23:30:00,-0.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 23:40:00,-0.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-21 23:50:00,-0.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 00:00:00,-0.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 00:10:00,-0.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 00:20:00,-1.1,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 00:30:00,-1.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 00:40:00,-1.4,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 00:50:00,-1.3,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 01:00:00,-1.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 01:10:00,-1.5,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 01:20:00,-0.8,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.85},liveobjects
000UO,2024-11-22 01:30:00,-1.1,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 01:50:00,-1.8,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.85},liveobjects
000UO,2024-11-22 02:00:00,-2.2,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 02:10:00,-2.6,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 02:20:00,-2.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 02:40:00,-3.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 02:50:00,-3.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 03:00:00,-4,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.85},liveobjects
000UO,2024-11-22 03:10:00,-4.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.85},liveobjects
000UO,2024-11-22 03:20:00,-4.8,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.85},liveobjects
000UO,2024-11-22 03:40:00,-4.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.83},liveobjects
000UO,2024-11-22 03:50:00,-5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.85},liveobjects
000UO,2024-11-22 04:00:00,-5.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.83},liveobjects
000UO,2024-11-22 04:10:00,-5.9,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.83},liveobjects
000UO,2024-11-22 04:20:00,-6.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.83},liveobjects
000UO,2024-11-22 04:30:00,-6.4,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.83},liveobjects
000UO,2024-11-22 04:40:00,-6.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 04:50:00,-6.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 05:00:00,-6.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 05:10:00,-6.4,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 05:20:00,-6.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 05:30:00,-6.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 05:40:00,-6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 05:50:00,-6.6,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 06:10:00,-7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 06:20:00,-7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 06:30:00,-7.2,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 06:40:00,-7.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 06:50:00,-7.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.78},liveobjects
000UO,2024-11-22 07:00:00,-7,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 07:10:00,-7.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 07:30:00,-6.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 07:40:00,-6.8,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 07:50:00,-6.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.8},liveobjects
000UO,2024-11-22 08:00:00,-6.7,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.83},liveobjects
000UO,2024-11-22 08:10:00,-5.9,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.83},liveobjects
000UO,2024-11-22 08:20:00,-5.3,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.85},liveobjects
000UO,2024-11-22 08:30:00,-4.5,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.83},liveobjects
000UO,2024-11-22 08:40:00,-3.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.85},liveobjects
000UO,2024-11-22 08:50:00,-3.2,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 09:00:00,-2.8,,,93,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 09:10:00,-2.3,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 09:30:00,-1.2,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 09:40:00,-0.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 09:50:00,-0.5,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 10:00:00,-0.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 10:10:00,-0.7,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 10:20:00,-0.3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 10:30:00,0,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 10:40:00,0,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-11-22 10:50:00,0,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 11:00:00,0,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 11:10:00,-0.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-99,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 11:20:00,-0.1,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 11:30:00,0,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 11:40:00,0.3,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 11:50:00,1.1,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 12:00:00,1.1,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 12:10:00,0.9,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 12:20:00,0.7,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-116,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 12:30:00,0.9,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 12:40:00,1.5,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 12:50:00,1.9,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 13:00:00,2.1,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 13:10:00,2.2,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-117,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 13:20:00,2.5,,,72,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 13:30:00,2.7,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-22 13:40:00,2.7,,,71,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 13:50:00,2.3,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-22 14:00:00,2.1,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 14:10:00,2.1,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 14:20:00,2,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-22 14:30:00,2.3,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 14:40:00,2.3,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-22 14:50:00,2,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-103,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 15:00:00,1.7,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 15:10:00,1.5,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 15:20:00,1.6,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 15:30:00,1.9,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 15:40:00,2,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 15:50:00,1.8,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 16:00:00,1.9,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 16:20:00,1.9,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 16:30:00,1.9,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 16:40:00,1.9,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 16:50:00,1.5,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 17:00:00,1.7,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 17:10:00,2,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 17:20:00,2.2,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 17:30:00,2.2,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 17:40:00,2.3,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 17:50:00,2.3,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 18:10:00,2.3,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 18:20:00,2.3,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 18:30:00,2.5,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 18:40:00,2.5,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 18:50:00,2.5,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-100,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 19:00:00,2.6,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 19:10:00,2.7,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-22 19:20:00,2.8,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 19:40:00,2.9,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-22 19:50:00,2.9,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 20:00:00,3.1,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 20:10:00,2.9,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 20:30:00,2.5,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 20:40:00,2.2,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 20:50:00,2.3,,,78,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 21:00:00,2.7,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 21:10:00,2.8,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 21:20:00,2.9,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 21:30:00,3,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-105,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 21:40:00,2.8,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 21:50:00,2.1,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 22:00:00,2.8,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 22:10:00,2.4,,,77,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 22:20:00,1.9,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-11-22 22:30:00,1.9,,,81,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 22:40:00,1.5,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 22:50:00,1.4,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 23:00:00,1.2,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 23:10:00,0.7,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 23:20:00,0.7,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 23:30:00,1,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-22 23:40:00,1.2,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-22 23:50:00,1.2,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-23 00:00:00,1.1,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-23 00:10:00,0.9,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-23 00:30:00,0.5,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-23 00:40:00,0.4,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-23 00:50:00,0.7,,,85,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-11-23 01:00:00,0.5,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-11-23 01:10:00,0.5,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.93},liveobjects
