station_id,dh_utc,temperature,pression,pression_variation_3h,humidite,point_de_rosee,visibilite,vent_moyen,vent_rafales,vent_rafales_10min,vent_direction,temperature_min,temperature_max,pluie_1h,pluie_3h,pluie_6h,pluie_12h,pluie_24h,pluie_cumul_0h,pluie_intensite,pluie_intensite_max_1h,uv,uv_index,ensoleillement,temperature_sol,temps_omm,complements,source
000UO,2024-12-27 03:10:00,-4.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 03:20:00,-4.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 03:30:00,-4.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 03:40:00,-4.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 03:50:00,-4.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 04:00:00,-4.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 04:20:00,-4.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 04:30:00,-4.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 04:40:00,-4.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-27 04:50:00,-4.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 05:00:00,-4.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 05:10:00,-4.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 05:20:00,-4.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 05:30:00,-4.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 05:50:00,-4.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 06:00:00,-4.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 06:20:00,-4.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 06:40:00,-5.3,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.85},liveobjects
000UO,2024-12-27 06:50:00,-5.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-27 07:00:00,-5.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-27 07:10:00,-5.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-27 07:20:00,-5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-27 07:30:00,-5.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-27 07:40:00,-5.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-27 07:50:00,-5.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-27 08:00:00,-5.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 08:10:00,-4.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 08:20:00,-3.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 08:30:00,-3.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 08:40:00,-2.7,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 08:50:00,-2.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 09:10:00,-2.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 09:20:00,-2.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 09:30:00,-2.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 10:00:00,-0.9,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 10:20:00,0,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 10:30:00,0.2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 10:40:00,1.1,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 10:50:00,1.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 11:00:00,2.1,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 11:10:00,2.4,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 11:20:00,2.6,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 11:30:00,2.9,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 11:40:00,3.1,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 11:50:00,3.1,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 12:00:00,3.1,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 12:10:00,3.3,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-104,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 12:20:00,3.4,,,75,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 12:30:00,3.8,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 12:40:00,3.7,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 12:50:00,4,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 13:00:00,4,,,74,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 13:10:00,3.9,,,73,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 13:20:00,3.9,,,76,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 13:30:00,3.5,,,79,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 13:50:00,3.1,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 14:00:00,2.9,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 14:10:00,3,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 14:20:00,2.9,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 14:30:00,2.8,,,82,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 14:40:00,2.7,,,83,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 14:50:00,2.3,,,84,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 15:00:00,2,,,86,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 15:10:00,1.6,,,87,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 15:20:00,1.3,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":36.01},liveobjects
000UO,2024-12-27 15:30:00,1.1,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 15:40:00,0.7,,,88,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 15:50:00,0.5,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.98},liveobjects
000UO,2024-12-27 16:00:00,0.2,,,89,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 16:10:00,0,,,90,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 16:20:00,-0.5,,,91,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 16:30:00,-1.1,,,92,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 16:40:00,-1.2,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 16:50:00,-1.3,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 17:00:00,-1.5,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 17:10:00,-1.7,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 17:20:00,-2.1,,,94,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 17:30:00,-2.1,,,95,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 17:40:00,-2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 17:50:00,-1.9,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 18:00:00,-2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 18:10:00,-2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 18:20:00,-2.2,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 18:30:00,-2.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 18:40:00,-2.3,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 18:50:00,-2.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 19:00:00,-2.6,,,96,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 19:10:00,-2.5,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 19:20:00,-2.6,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 19:30:00,-2.4,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 19:50:00,-2,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 20:00:00,-2.1,,,97,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 20:20:00,-2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 20:30:00,-2.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 20:40:00,-2.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 20:50:00,-2.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 21:00:00,-2.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 21:20:00,-2.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 21:30:00,-2.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 21:40:00,-2.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-27 21:50:00,-2.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 22:00:00,-2.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 22:10:00,-2.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 22:20:00,-2.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 22:30:00,-2.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 22:40:00,-2.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 22:50:00,-2.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 23:00:00,-2.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-106,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 23:10:00,-2.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 23:20:00,-2.5,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-27 23:30:00,-2.6,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 23:40:00,-2.7,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-27 23:50:00,-2.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 00:00:00,-2.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 00:10:00,-2.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 00:20:00,-2.8,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.96},liveobjects
000UO,2024-12-28 00:40:00,-3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 00:50:00,-3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 01:00:00,-3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 01:10:00,-3.1,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 01:20:00,-3.3,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-115,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 01:30:00,-3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 01:40:00,-3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 02:00:00,-3.4,,,99,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 02:10:00,-3.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 02:20:00,-3.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 02:30:00,-3.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 02:40:00,-3.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 03:00:00,-3.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 03:10:00,-3.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 03:20:00,-3.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 03:30:00,-3.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 03:40:00,-3.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-28 03:50:00,-3.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 04:00:00,-3.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 04:10:00,-3.9,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 04:20:00,-4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 04:30:00,-4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 04:40:00,-4.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 04:50:00,-4.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 05:00:00,-4.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 05:10:00,-4.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 05:20:00,-4.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-28 05:30:00,-4.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 05:40:00,-4.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 05:50:00,-4.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 06:00:00,-4.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-110,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 06:10:00,-4.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 06:20:00,-4.6,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 06:30:00,-4.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 06:40:00,-4.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 06:50:00,-4.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 07:00:00,-4.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 07:10:00,-4.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 07:20:00,-4.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 07:30:00,-4.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 07:40:00,-4.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-111,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 07:50:00,-4.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-107,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 08:00:00,-4.3,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 08:10:00,-4.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-113,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 08:20:00,-4.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 08:30:00,-4.5,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 08:50:00,-4.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.88},liveobjects
000UO,2024-12-28 09:00:00,-4.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 09:40:00,-3.8,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-108,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 09:50:00,-3.7,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-114,"lat":null,"lon":null,"batt":35.9},liveobjects
000UO,2024-12-28 10:00:00,-3.4,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-112,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 10:10:00,-3.2,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.93},liveobjects
000UO,2024-12-28 10:20:00,-3.1,,,98,,,,,,,,,,,,,,,,,,,,,,{"rssi":-109,"lat":null,"lon":null,"batt":35.96},liveobjects
